"subjid","rownum","submission_date","expectedness","expectedness_qemo","expectedness_qlabel","pleasantness","pleasantness_qemo","pleasantness_qlabel","goal_consistency","goal_consistency_qemo","goal_consistency_qlabel","fairness","fairness_qemo","fairness_qlabel","agent_cause","agent_cause_qemo","agent_cause_qlabel","agent_intention","agent_intention_qemo","agent_intention_qlabel","self_cause","self_cause_qemo","self_cause_qlabel","close_others","close_others_qemo","close_others_qlabel","control","control_qemo","control_qlabel","altering","altering_qemo","altering_qlabel","moral","moral_qemo","moral_qlabel","selfesteem","selfesteem_qemo","selfesteem_qlabel","suddenness","suddenness_qemo","suddenness_qlabel","familiarity","familiarity_qemo","familiarity_qlabel","future","future_qemo","future_qlabel","past","past_qemo","past_qlabel","occurred","occurred_qemo","occurred_qlabel","certainty","certainty_qemo","certainty_qlabel","repetition","repetition_qemo","repetition_qlabel","coping","coping_qemo","coping_qlabel","mental_states","mental_states_qemo","mental_states_qlabel","others_knowledge","others_knowledge_qemo","others_knowledge_qlabel","bodily_disease","bodily_disease_qemo","bodily_disease_qlabel","people","people_qemo","people_qlabel","relevance","relevance_qemo","relevance_qlabel","freedom","freedom_qemo","freedom_qlabel","pressure","pressure_qemo","pressure_qlabel","consequences","consequences_qemo","consequences_qlabel","danger","danger_qemo","danger_qlabel","self_involvement","self_involvement_qemo","self_involvement_qlabel","main_character","main_character_qemo","main_character_qlabel","remember","remember_qemo","remember_qlabel","self_consistency","self_consistency_qemo","self_consistency_qlabel","relationship_influence","relationship_influence_qemo","relationship_influence_qlabel","agent_situation","agent_situation_qemo","agent_situation_qlabel","attention","attention_qemo","attention_qlabel","psychological_change","psychological_change_qemo","psychological_change_qlabel","safey","safey_qemo","safey_qlabel","knowledge_change","knowledge_change_qemo","knowledge_change_qlabel","emotion","emotion_qemo","emotion_qlabel","Guilty_extent","Content_extent","Lonely_extent","Excited_extent","Hopeful_extent","Devastated_extent","Proud_extent","Apprehensive_extent","Disgusted_extent","Embarrassed_extent","Jealous_extent","Joyful_extent","Impressed_extent","Grateful_extent","Terrified_extent","Furious_extent","Nostalgic_extent","Disappointed_extent","Annoyed_extent","Surprised_extent","Neutral_extent","city","country","age","gender","thoughts","response_noface","response_intune","response_nothought","response_needverbal","response_facevoice","response_surprised"
"Ndim21a_q060_01_834","1117","NULL","2","Terrified","q101","3","Terrified","q101","2","Terrified","q101","3","Terrified","q101","3","Terrified","q101","3","Terrified","q101","2","Terrified","q101","5","Terrified","q101","5","Terrified","q101","5","Terrified","q101","5","Terrified","q101","3","Terrified","q101","6","Terrified","q101","5","Terrified","q101","4","Terrified","q101","5","Terrified","q101","7","Terrified","q101","4","Terrified","q101","5","Terrified","q101","2","Terrified","q101","5","Terrified","q101","5","Terrified","q101","5","Terrified","q101","5","Terrified","q101","5","Terrified","q101","5","Terrified","q101","5","Terrified","q101","6","Terrified","q101","3","Terrified","q101","7","Terrified","q101","10","Terrified","q101","9","Terrified","q101","5","Terrified","q101","5","Terrified","q101","8","Terrified","q101","7","Terrified","q101","8","Terrified","q101","8","Grateful","q101","5","Terrified","q101","Terrified","NULL","NULL","0","0","6","0","0","7","0","7","0","0","0","0","0","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q060_01_834","1118","NULL","3","Proud","q198","8","Proud","q198","8","Proud","q198","8","Proud","q198","5","Proud","q198","5","Proud","q198","4","Proud","q198","7","Proud","q198","3","Proud","q198","7","Proud","q198","8","Proud","q198","9","Proud","q198","6","Proud","q198","5","Proud","q198","5","Proud","q198","3","Proud","q198","9","Proud","q198","5","Proud","q198","5","Proud","q198","8","Proud","q198","5","Terrified","q198","5","Proud","q198","3","Proud","q198","8","Proud","q198","5","Proud","q198","5","Proud","q198","5","Proud","q198","5","Proud","q198","9","Proud","q198","5","Proud","q198","10","Proud","q198","9","Proud","q198","7","Proud","q198","5","Proud","q198","5","Proud","q198","7","Proud","q198","8","Proud","q198","2","Proud","q198","5","Proud","q198","Proud","NULL","NULL","0","6","0","0","7","0","0","0","0","0","0","7","0","7","7","0","7","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q060_01_834","1119","NULL","5","Impressed","q166","7","Impressed","q166","7","Impressed","q166","6","Impressed","q166","5","Impressed","q166","5","Impressed","q166","5","Impressed","q166","7","Impressed","q166","5","Impressed","q166","6","Impressed","q166","8","Impressed","q166","5","Impressed","q166","5","Impressed","q166","5","Impressed","q166","4","Proud","q166","5","Impressed","q166","8","Impressed","q166","5","Impressed","q166","5","Impressed","q166","8","Impressed","q166","5","Impressed","q166","7","Impressed","q166","2","Impressed","q166","7","Impressed","q166","5","Impressed","q166","7","Impressed","q166","5","Impressed","q166","5","Impressed","q166","8","Impressed","q166","5","Impressed","q166","10","Impressed","q166","7","Impressed","q166","6","Impressed","q166","5","Impressed","q166","5","Impressed","q166","8","Impressed","q166","5","Impressed","q166","3","Impressed","q166","5","Impressed","q166","Impressed","NULL","NULL","0","5","0","0","0","0","5","0","0","0","0","5","0","5","0","0","5","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q060_01_834","1120","NULL","3","Disappointed","q35","3","Disappointed","q35","5","Disappointed","q35","5","Disappointed","q35","5","Disappointed","q35","8","Disappointed","q35","2","Disappointed","q35","4","Disappointed","q35","2","Disappointed","q35","7","Disappointed","q35","8","Disappointed","q35","5","Disappointed","q35","5","Disappointed","q35","3","Disappointed","q35","5","Disappointed","q35","7","Disappointed","q35","4","Disappointed","q35","4","Disappointed","q35","3","Disappointed","q35","5","Impressed","q35","5","Disappointed","q35","5","Disappointed","q35","2","Disappointed","q35","5","Disappointed","q35","2","Disappointed","q35","5","Disappointed","q35","3","Disappointed","q35","3","Disappointed","q35","6","Disappointed","q35","5","Disappointed","q35","10","Disappointed","q35","6","Disappointed","q35","5","Disappointed","q35","5","Disappointed","q35","8","Disappointed","q35","6","Disappointed","q35","5","Disappointed","q35","3","Disappointed","q35","5","Disappointed","q35","Disappointed","NULL","NULL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","7","8","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q060_01_834","1121","NULL","3","Disappointed","q32","2","Disappointed","q32","5","Disappointed","q32","4","Disappointed","q32","1","Disappointed","q32","3","Disappointed","q32","1","Disappointed","q32","7","Disappointed","q32","2","Disappointed","q32","3","Disappointed","q32","8","Disappointed","q32","5","Disappointed","q32","8","Disappointed","q32","3","Disappointed","q32","5","Disappointed","q32","3","Disappointed","q32","4","Disappointed","q32","2","Disappointed","q32","5","Disappointed","q32","7","Disappointed","q32","5","Disappointed","q32","5","Disappointed","q32","3","Disappointed","q32","5","Disappointed","q32","4","Disappointed","q32","3","Disappointed","q32","5","Disappointed","q32","5","Disappointed","q32","3","Disappointed","q32","5","Disappointed","q32","10","Disappointed","q32","5","Disappointed","q32","5","Disappointed","q32","5","Disappointed","q32","9","Disappointed","q32","5","Disappointed","q32","6","Disappointed","q32","6","Disappointed","q32","5","Disappointed","q32","Disappointed","NULL","NULL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q060_01_834","1122","NULL","3","Jealous","q86","2","Jealous","q86","5","Jealous","q86","3","Jealous","q86","8","Disappointed","q86","3","Jealous","q86","2","Jealous","q86","6","Jealous","q86","4","Jealous","q86","4","Jealous","q86","8","Jealous","q86","3","Jealous","q86","7","Jealous","q86","3","Jealous","q86","5","Jealous","q86","6","Jealous","q86","7","Jealous","q86","4","Jealous","q86","5","Jealous","q86","3","Jealous","q86","5","Jealous","q86","5","Jealous","q86","2","Jealous","q86","6","Jealous","q86","3","Jealous","q86","5","Jealous","q86","3","Jealous","q86","5","Jealous","q86","8","Jealous","q86","4","Jealous","q86","10","Jealous","q86","5","Jealous","q86","5","Jealous","q86","7","Jealous","q86","7","Jealous","q86","5","Jealous","q86","6","Jealous","q86","1","Jealous","q86","5","Jealous","q86","Jealous","NULL","NULL","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","8","6","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q060_01_834","1123","NULL","2","Impressed","q164","4","Impressed","q164","5","Impressed","q164","5","Impressed","q164","8","Impressed","q164","5","Impressed","q164","3","Impressed","q164","5","Impressed","q164","4","Impressed","q164","5","Impressed","q164","8","Impressed","q164","5","Impressed","q164","3","Impressed","q164","4","Impressed","q164","3","Impressed","q164","3","Jealous","q164","8","Impressed","q164","5","Impressed","q164","5","Impressed","q164","8","Impressed","q164","5","Impressed","q164","5","Impressed","q164","8","Impressed","q164","4","Impressed","q164","2","Impressed","q164","7","Impressed","q164","5","Impressed","q164","4","Impressed","q164","7","Impressed","q164","5","Impressed","q164","10","Impressed","q164","7","Impressed","q164","5","Impressed","q164","3","Impressed","q164","6","Impressed","q164","3","Impressed","q164","5","Impressed","q164","2","Impressed","q164","5","Impressed","q164","Impressed","NULL","NULL","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","7","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q060_01_834","1124","NULL","5","Joyful","q176","7","Joyful","q176","5","Joyful","q176","6","Joyful","q176","8","Joyful","q176","5","Joyful","q176","5","Joyful","q176","5","Joyful","q176","4","Joyful","q176","5","Joyful","q176","7","Joyful","q176","6","Joyful","q176","5","Joyful","q176","5","Joyful","q176","7","Joyful","q176","4","Joyful","q176","9","Joyful","q176","5","Joyful","q176","6","Joyful","q176","6","Joyful","q176","5","Joyful","q176","9","Joyful","q176","1","Joyful","q176","5","Impressed","q176","8","Joyful","q176","5","Joyful","q176","5","Joyful","q176","8","Joyful","q176","5","Joyful","q176","3","Joyful","q176","10","Joyful","q176","8","Joyful","q176","5","Joyful","q176","5","Joyful","q176","7","Joyful","q176","5","Joyful","q176","8","Joyful","q176","6","Joyful","q176","5","Joyful","q176","Joyful","NULL","NULL","0","5","0","0","1","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q060_01_834","1125","NULL","5","Excited","q135","7","Excited","q135","5","Excited","q135","7","Excited","q135","6","Excited","q135","5","Excited","q135","5","Excited","q135","7","Excited","q135","8","Excited","q135","7","Excited","q135","9","Excited","q135","7","Excited","q135","3","Excited","q135","6","Excited","q135","7","Excited","q135","4","Excited","q135","3","Excited","q135","7","Excited","q135","5","Excited","q135","6","Excited","q135","5","Excited","q135","8","Excited","q135","2","Excited","q135","7","Excited","q135","5","Excited","q135","8","Excited","q135","5","Excited","q135","7","Excited","q135","7","Excited","q135","8","Excited","q135","10","Excited","q135","7","Excited","q135","5","Excited","q135","5","Excited","q135","5","Excited","q135","7","Excited","q135","5","Excited","q135","1","Joyful","q135","5","Excited","q135","Excited","NULL","NULL","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q060_01_834","1126","NULL","3","Devastated","q21","2","Devastated","q21","5","Devastated","q21","3","Devastated","q21","2","Devastated","q21","3","Devastated","q21","5","Devastated","q21","6","Devastated","q21","2","Devastated","q21","3","Devastated","q21","6","Devastated","q21","3","Devastated","q21","8","Devastated","q21","3","Devastated","q21","3","Devastated","q21","6","Devastated","q21","9","Devastated","q21","5","Devastated","q21","2","Devastated","q21","3","Devastated","q21","5","Devastated","q21","7","Devastated","q21","6","Devastated","q21","7","Excited","q21","8","Devastated","q21","4","Devastated","q21","5","Devastated","q21","4","Devastated","q21","6","Devastated","q21","6","Devastated","q21","10","Devastated","q21","8","Devastated","q21","5","Devastated","q21","5","Devastated","q21","7","Devastated","q21","7","Devastated","q21","8","Devastated","q21","4","Devastated","q21","5","Devastated","q21","Devastated","NULL","NULL","9","0","0","0","0","10","0","6","0","0","0","0","0","0","0","6","0","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q060_01_834","1127","NULL","4","Annoyed","q6","4","Annoyed","q6","5","Annoyed","q6","4","Annoyed","q6","7","Annoyed","q6","4","Annoyed","q6","2","Annoyed","q6","4","Annoyed","q6","4","Annoyed","q6","5","Annoyed","q6","8","Annoyed","q6","5","Annoyed","q6","6","Annoyed","q6","4","Annoyed","q6","4","Annoyed","q6","5","Annoyed","q6","7","Annoyed","q6","4","Annoyed","q6","4","Devastated","q6","5","Annoyed","q6","5","Annoyed","q6","5","Annoyed","q6","3","Annoyed","q6","5","Annoyed","q6","4","Annoyed","q6","5","Annoyed","q6","3","Annoyed","q6","3","Annoyed","q6","8","Annoyed","q6","5","Annoyed","q6","10","Annoyed","q6","6","Annoyed","q6","5","Annoyed","q6","5","Annoyed","q6","7","Annoyed","q6","5","Annoyed","q6","5","Annoyed","q6","4","Annoyed","q6","5","Annoyed","q6","Annoyed","NULL","NULL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","10","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q060_01_834","1128","NULL","1","Annoyed","q151","8","Hopeful","q151","5","Hopeful","q151","7","Hopeful","q151","7","Hopeful","q151","5","Hopeful","q151","3","Hopeful","q151","7","Hopeful","q151","4","Hopeful","q151","5","Hopeful","q151","8","Hopeful","q151","8","Hopeful","q151","6","Hopeful","q151","6","Hopeful","q151","7","Hopeful","q151","4","Hopeful","q151","4","Hopeful","q151","5","Hopeful","q151","4","Hopeful","q151","7","Hopeful","q151","5","Hopeful","q151","5","Hopeful","q151","3","Hopeful","q151","5","Hopeful","q151","3","Hopeful","q151","5","Hopeful","q151","2","Hopeful","q151","4","Hopeful","q151","8","Hopeful","q151","5","Hopeful","q151","10","Hopeful","q151","8","Hopeful","q151","7","Hopeful","q151","5","Hopeful","q151","7","Hopeful","q151","5","Hopeful","q151","7","Hopeful","q151","2","Hopeful","q151","5","Hopeful","q151","Hopeful","NULL","NULL","0","0","0","0","7","0","0","0","0","0","5","0","0","0","6","0","7","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q060_01_834","1129","NULL","2","Disgusted","q47","1","Disgusted","q47","2","Disgusted","q47","2","Disgusted","q47","8","Disgusted","q47","9","Disgusted","q47","1","Hopeful","q47","8","Disgusted","q47","2","Disgusted","q47","5","Disgusted","q47","2","Disgusted","q47","2","Disgusted","q47","5","Disgusted","q47","5","Disgusted","q47","3","Disgusted","q47","4","Disgusted","q47","7","Disgusted","q47","3","Disgusted","q47","2","Disgusted","q47","4","Disgusted","q47","5","Disgusted","q47","4","Disgusted","q47","5","Disgusted","q47","5","Disgusted","q47","5","Disgusted","q47","5","Disgusted","q47","5","Disgusted","q47","3","Disgusted","q47","5","Disgusted","q47","2","Disgusted","q47","10","Disgusted","q47","8","Disgusted","q47","3","Disgusted","q47","8","Disgusted","q47","8","Disgusted","q47","5","Disgusted","q47","7","Disgusted","q47","5","Disgusted","q47","5","Disgusted","q47","Disgusted","NULL","NULL","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","10","0","10","10","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q060_01_834","1130","NULL","5","Apprehensive","q16","2","Apprehensive","q16","3","Apprehensive","q16","3","Apprehensive","q16","6","Apprehensive","q16","5","Apprehensive","q16","1","Apprehensive","q16","5","Apprehensive","q16","1","Apprehensive","q16","4","Apprehensive","q16","5","Apprehensive","q16","5","Apprehensive","q16","4","Apprehensive","q16","5","Apprehensive","q16","8","Apprehensive","q16","4","Disgusted","q16","2","Apprehensive","q16","3","Apprehensive","q16","5","Apprehensive","q16","5","Apprehensive","q16","5","Apprehensive","q16","8","Apprehensive","q16","3","Apprehensive","q16","5","Apprehensive","q16","8","Apprehensive","q16","5","Apprehensive","q16","6","Apprehensive","q16","8","Apprehensive","q16","7","Apprehensive","q16","2","Apprehensive","q16","10","Apprehensive","q16","7","Apprehensive","q16","5","Apprehensive","q16","5","Apprehensive","q16","8","Apprehensive","q16","7","Apprehensive","q16","5","Apprehensive","q16","5","Apprehensive","q16","5","Apprehensive","q16","Apprehensive","NULL","NULL","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","5","6","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q060_01_834","1131","2014-04-03","2","Disgusted","q46","1","Disgusted","q46","3","Disgusted","q46","5","Disgusted","q46","8","Disgusted","q46","5","Disgusted","q46","1","Disgusted","q46","5","Disgusted","q46","2","Disgusted","q46","5","Disgusted","q46","5","Disgusted","q46","5","Disgusted","q46","7","Disgusted","q46","3","Disgusted","q46","3","Disgusted","q46","4","Disgusted","q46","7","Disgusted","q46","3","Apprehensive","q46","5","Disgusted","q46","5","Disgusted","q46","5","Disgusted","q46","7","Disgusted","q46","7","Disgusted","q46","2","Disgusted","q46","3","Disgusted","q46","3","Disgusted","q46","2","Disgusted","q46","2","Disgusted","q46","5","Disgusted","q46","1","Disgusted","q46","10","Disgusted","q46","6","Disgusted","q46","2","Disgusted","q46","5","Disgusted","q46","8","Disgusted","q46","7","Disgusted","q46","5","Disgusted","q46","3","Disgusted","q46","5","Disgusted","q46","Disgusted","NULL","NULL","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","6","0","3","8","0","NULL","NULL","NULL","43","male"," Enjoyed it.  Thanks","4","NULL","6","4","5","2"
"Ndim21a_q057_02_259","1132","2014-04-03","3","Embarrassed","q58","1","Embarrassed","q58","1","Embarrassed","q58","4","Embarrassed","q58","6","Embarrassed","q58","7","Embarrassed","q58","4","Embarrassed","q58","6","Embarrassed","q58","6","Embarrassed","q58","2","Embarrassed","q58","3","Embarrassed","q58","3","Embarrassed","q58","5","Embarrassed","q58","3","Embarrassed","q58","2","Embarrassed","q58","1","Embarrassed","q58","5","Embarrassed","q58","1","Embarrassed","q58","9","Embarrassed","q58","4","Embarrassed","q58","7","Embarrassed","q58","9","Embarrassed","q58","1","Embarrassed","q58","7","Embarrassed","q58","8","Embarrassed","q58","4","Embarrassed","q58","9","Embarrassed","q58","8","Embarrassed","q58","6","Embarrassed","q58","4","Embarrassed","q58","10","Embarrassed","q58","9","Embarrassed","q58","5","Embarrassed","q58","6","Embarrassed","q58","5","Embarrassed","q58","9","Embarrassed","q58","5","Embarrassed","q58","6","Embarrassed","q58","5","Embarrassed","q58","Embarrassed","NULL","NULL","6","0","9","1","0","10","0","10","2","10","5","0","1","0","8","4","0","9","4","6","NULL","Madison","USA","45","female"," funny, I tutor students in organic chemistry... this scenario is mostly real (except maybe that most students in the class probably DON'T know what's going on!  perhaps it was a gifted class)  ;)\n\ngood luck with your study!","5","NULL","6","6","6","6"
"Ndim21a_q066_01_162","1133","2014-04-04","0","Furious","q67","0","Furious","q67","5","Furious","q67","2","Furious","q67","9","Furious","q67","7","Furious","q67","2","Furious","q67","0","Furious","q67","5","Furious","q67","2","Furious","q67","0","Furious","q67","5","Furious","q67","8","Furious","q67","5","Furious","q67","4","Furious","q67","0","Furious","q67","3","Furious","q67","1","Furious","q67","5","Furious","q67","5","Furious","q67","5","Furious","q67","5","Furious","q67","2","Furious","q67","1","Furious","q67","7","Furious","q67","8","Furious","q67","9","Furious","q67","0","Furious","q67","6","Furious","q67","8","Furious","q67","10","Furious","q67","5","Furious","q67","3","Furious","q67","0","Furious","q67","2","Furious","q67","10","Furious","q67","6","Furious","q67","10","Furious","q67","1","Furious","q67","Furious","NULL","NULL","5","2","1","2","2","2","2","7","8","2","2","2","2","2","5","8","2","8","8","8","NULL","NULL","NULL","32","male"," ","8","NULL","8","5","7","5"
"Ndim21a_q063_01_113","1134","NULL","0","Furious","q64","1","Furious","q64","3","Furious","q64","1","Furious","q64","10","Furious","q64","10","Furious","q64","0","Furious","q64","10","Furious","q64","6","Furious","q64","10","Furious","q64","3","Furious","q64","3","Furious","q64","6","Furious","q64","5","Furious","q64","7","Furious","q64","2","Furious","q64","2","Furious","q64","9","Furious","q64","6","Furious","q64","10","Furious","q64","3","Furious","q64","5","Furious","q64","0","Furious","q64","0","Furious","q64","0","Furious","q64","10","Furious","q64","2","Furious","q64","2","Furious","q64","10","Furious","q64","1","Furious","q64","10","Furious","q64","10","Furious","q64","3","Furious","q64","8","Furious","q64","8","Furious","q64","8","Furious","q64","6","Furious","q64","0","Furious","q64","3","Furious","q64","Furious","NULL","NULL","2","0","6","0","1","5","0","3","6","0","7","0","0","0","0","6","0","7","8","7","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q061_02_705","1135","NULL","1","Furious","q62","0","Furious","q62","2","Furious","q62","0","Furious","q62","8","Furious","q62","9","Furious","q62","9","Furious","q62","0","Furious","q62","8","Furious","q62","9","Furious","q62","0","Furious","q62","2","Furious","q62","2","Furious","q62","8","Furious","q62","9","Furious","q62","2","Furious","q62","9","Furious","q62","9","Furious","q62","9","Furious","q62","8","Furious","q62","0","Furious","q62","1","Furious","q62","10","Furious","q62","9","Furious","q62","8","Furious","q62","8","Furious","q62","3","Furious","q62","9","Furious","q62","1","Furious","q62","10","Furious","q62","8","Furious","q62","10","Furious","q62","2","Furious","q62","9","Furious","q62","10","Furious","q62","10","Furious","q62","10","Furious","q62","9","Furious","q62","9","Furious","q62","Furious","NULL","NULL","1","0","1","0","1","1","0","2","9","1","0","0","0","1","1","9","0","1","9","7","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q062_02_115","1136","NULL","10","Furious","q63","0","Furious","q63","7","Furious","q63","0","Furious","q63","10","Furious","q63","2","Furious","q63","1","Furious","q63","7","Furious","q63","7","Furious","q63","7","Furious","q63","1","Furious","q63","3","Furious","q63","1","Furious","q63","6","Furious","q63","7","Furious","q63","5","Furious","q63","6","Furious","q63","8","Furious","q63","7","Furious","q63","5","Furious","q63","8","Furious","q63","5","Furious","q63","0","Furious","q63","8","Furious","q63","4","Furious","q63","3","Furious","q63","5","Furious","q63","8","Furious","q63","3","Furious","q63","2","Furious","q63","9","Furious","q63","10","Furious","q63","5","Furious","q63","9","Furious","q63","8","Furious","q63","7","Furious","q63","8","Furious","q63","10","Furious","q63","7","Furious","q63","Furious","NULL","NULL","7","2","6","4","0","4","0","6","6","2","0","0","1","0","8","10","0","10","10","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q063_01_113","1137","NULL","0","Devastated","q28","1","Devastated","q28","3","Devastated","q28","3","Devastated","q28","8","Devastated","q28","1","Devastated","q28","0","Devastated","q28","8","Devastated","q28","0","Devastated","q28","0","Devastated","q28","5","Devastated","q28","1","Furious","q28","10","Devastated","q28","0","Devastated","q28","10","Devastated","q28","5","Devastated","q28","10","Devastated","q28","7","Devastated","q28","4","Devastated","q28","8","Devastated","q28","8","Devastated","q28","10","Devastated","q28","3","Devastated","q28","7","Devastated","q28","1","Devastated","q28","10","Devastated","q28","1","Devastated","q28","10","Devastated","q28","10","Devastated","q28","0","Devastated","q28","10","Devastated","q28","10","Devastated","q28","2","Devastated","q28","1","Devastated","q28","8","Devastated","q28","7","Devastated","q28","7","Devastated","q28","7","Devastated","q28","4","Devastated","q28","Devastated","NULL","NULL","6","1","4","0","3","9","3","5","4","3","0","0","0","2","7","7","0","4","3","10","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q064_02_198","1138","NULL","0","Furious","q65","0","Furious","q65","0","Furious","q65","3","Furious","q65","9","Furious","q65","9","Furious","q65","0","Furious","q65","4","Furious","q65","9","Furious","q65","7","Furious","q65","1","Furious","q65","2","Furious","q65","9","Furious","q65","1","Furious","q65","6","Furious","q65","1","Furious","q65","6","Furious","q65","7","Furious","q65","9","Furious","q65","7","Furious","q65","9","Furious","q65","1","Furious","q65","9","Furious","q65","1","Furious","q65","6","Furious","q65","7","Furious","q65","7","Furious","q65","8","Furious","q65","10","Furious","q65","2","Furious","q65","1","Furious","q65","10","Furious","q65","5","Furious","q65","9","Furious","q65","9","Furious","q65","9","Furious","q65","9","Furious","q65","8","Furious","q65","10","Furious","q65","Furious","NULL","NULL","3","0","7","5","0","3","9","7","7","9","0","0","0","0","0","9","0","10","6","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q061_02_705","1139","2014-04-03","1","Annoyed","q10","6","Annoyed","q10","9","Annoyed","q10","7","Annoyed","q10","3","Annoyed","q10","9","Annoyed","q10","2","Annoyed","q10","7","Annoyed","q10","7","Annoyed","q10","8","Annoyed","q10","5","Annoyed","q10","3","Annoyed","q10","3","Annoyed","q10","9","Annoyed","q10","8","Annoyed","q10","2","Annoyed","q10","2","Annoyed","q10","3","Annoyed","q10","9","Annoyed","q10","10","Annoyed","q10","8","Annoyed","q10","9","Annoyed","q10","1","Annoyed","q10","8","Annoyed","q10","7","Annoyed","q10","7","Annoyed","q10","2","Annoyed","q10","2","Annoyed","q10","10","Annoyed","q10","5","Annoyed","q10","9","Annoyed","q10","9","Furious","q10","7","Annoyed","q10","9","Annoyed","q10","7","Annoyed","q10","7","Annoyed","q10","2","Annoyed","q10","2","Annoyed","q10","8","Annoyed","q10","Annoyed","NULL","NULL","1","6","0","0","7","6","3","7","2","2","0","7","3","7","0","2","0","7","2","6","NULL","NULL","NULL","54","Female"," ","7","NULL","2","7","7","8"
"Ndim21a_q063_01_113","1140","NULL","0","Disgusted","q41","1","Disgusted","q41","5","Disgusted","q41","2","Disgusted","q41","2","Disgusted","q41","0","Disgusted","q41","5","Disgusted","q41","0","Disgusted","q41","7","Disgusted","q41","5","Disgusted","q41","3","Disgusted","q41","1","Disgusted","q41","10","Disgusted","q41","1","Disgusted","q41","3","Disgusted","q41","0","Disgusted","q41","2","Disgusted","q41","2","Disgusted","q41","2","Disgusted","q41","6","Disgusted","q41","7","Disgusted","q41","1","Disgusted","q41","8","Disgusted","q41","0","Disgusted","q41","3","Disgusted","q41","10","Disgusted","q41","3","Disgusted","q41","1","Devastated","q41","5","Disgusted","q41","6","Disgusted","q41","10","Disgusted","q41","10","Disgusted","q41","2","Disgusted","q41","0","Disgusted","q41","10","Disgusted","q41","9","Disgusted","q41","2","Disgusted","q41","2","Disgusted","q41","3","Disgusted","q41","Disgusted","NULL","NULL","6","0","6","0","0","7","0","6","9","10","0","0","0","0","8","9","2","9","10","7","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
