"subjid","rownum","submission_date","expectedness","expectedness_qemo","expectedness_qlabel","pleasantness","pleasantness_qemo","pleasantness_qlabel","goal_consistency","goal_consistency_qemo","goal_consistency_qlabel","fairness","fairness_qemo","fairness_qlabel","agent_cause","agent_cause_qemo","agent_cause_qlabel","agent_intention","agent_intention_qemo","agent_intention_qlabel","self_cause","self_cause_qemo","self_cause_qlabel","close_others","close_others_qemo","close_others_qlabel","control","control_qemo","control_qlabel","altering","altering_qemo","altering_qlabel","moral","moral_qemo","moral_qlabel","selfesteem","selfesteem_qemo","selfesteem_qlabel","suddenness","suddenness_qemo","suddenness_qlabel","familiarity","familiarity_qemo","familiarity_qlabel","future","future_qemo","future_qlabel","past","past_qemo","past_qlabel","occurred","occurred_qemo","occurred_qlabel","certainty","certainty_qemo","certainty_qlabel","repetition","repetition_qemo","repetition_qlabel","coping","coping_qemo","coping_qlabel","mental_states","mental_states_qemo","mental_states_qlabel","others_knowledge","others_knowledge_qemo","others_knowledge_qlabel","bodily_disease","bodily_disease_qemo","bodily_disease_qlabel","people","people_qemo","people_qlabel","relevance","relevance_qemo","relevance_qlabel","freedom","freedom_qemo","freedom_qlabel","pressure","pressure_qemo","pressure_qlabel","consequences","consequences_qemo","consequences_qlabel","danger","danger_qemo","danger_qlabel","self_involvement","self_involvement_qemo","self_involvement_qlabel","main_character","main_character_qemo","main_character_qlabel","remember","remember_qemo","remember_qlabel","self_consistency","self_consistency_qemo","self_consistency_qlabel","relationship_influence","relationship_influence_qemo","relationship_influence_qlabel","agent_situation","agent_situation_qemo","agent_situation_qlabel","attention","attention_qemo","attention_qlabel","psychological_change","psychological_change_qemo","psychological_change_qlabel","safey","safey_qemo","safey_qlabel","knowledge_change","knowledge_change_qemo","knowledge_change_qlabel","emotion","emotion_qemo","emotion_qlabel","Guilty_extent","Content_extent","Lonely_extent","Excited_extent","Hopeful_extent","Devastated_extent","Proud_extent","Apprehensive_extent","Disgusted_extent","Embarrassed_extent","Jealous_extent","Joyful_extent","Impressed_extent","Grateful_extent","Terrified_extent","Furious_extent","Nostalgic_extent","Disappointed_extent","Annoyed_extent","Surprised_extent","Neutral_extent","city","country","age","gender","thoughts","response_noface","response_intune","response_nothought","response_needverbal","response_facevoice","response_surprised"
"Ndim21a_q020_02_993","423","NULL","0","Guilty","q71","0","Guilty","q71","0","Guilty","q71","5","Guilty","q71","10","Guilty","q71","5","Guilty","q71","8","Guilty","q71","7","Guilty","q71","10","Guilty","q71","0","Guilty","q71","3","Guilty","q71","0","Guilty","q71","8","Guilty","q71","0","Guilty","q71","7","Guilty","q71","0","Guilty","q71","10","Guilty","q71","3","Guilty","q71","5","Guilty","q71","2","Guilty","q71","8","Guilty","q71","10","Guilty","q71","10","Guilty","q71","10","Guilty","q71","8","Guilty","q71","10","Guilty","q71","7","Guilty","q71","10","Guilty","q71","10","Guilty","q71","10","Guilty","q71","10","Guilty","q71","10","Guilty","q71","0","Guilty","q71","10","Guilty","q71","7","Guilty","q71","10","Guilty","q71","10","Guilty","q71","0","Guilty","q71","3","Guilty","q71","Guilty","NULL","NULL","10","0","10","0","0","10","0","8","7","10","0","0","0","0","10","6","0","7","6","8","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q020_02_993","424","2014-03-29","4","Devastated","q23","0","Devastated","q23","0","Devastated","q23","5","Devastated","q23","0","Devastated","q23","0","Devastated","q23","0","Devastated","q23","10","Devastated","q23","0","Devastated","q23","0","Devastated","q23","10","Devastated","q23","5","Devastated","q23","6","Devastated","q23","1","Devastated","q23","2","Devastated","q23","0","Devastated","q23","10","Guilty","q23","2","Devastated","q23","2","Devastated","q23","1","Devastated","q23","10","Devastated","q23","10","Devastated","q23","10","Devastated","q23","10","Devastated","q23","0","Devastated","q23","10","Devastated","q23","2","Devastated","q23","10","Devastated","q23","10","Devastated","q23","0","Devastated","q23","10","Devastated","q23","10","Devastated","q23","5","Devastated","q23","10","Devastated","q23","10","Devastated","q23","10","Devastated","q23","9","Devastated","q23","0","Devastated","q23","5","Devastated","q23","Devastated","NULL","NULL","6","0","8","0","0","10","0","9","8","0","0","0","0","0","10","8","0","9","7","8","NULL","NULL","NULL","32","male"," ","6","NULL","0","0","10","7"
"Ndim21a_q020_02_993","425","2014-03-29","2","Devastated","q21","5","Devastated","q21","2","Devastated","q21","0","Devastated","q21","5","Devastated","q21","0","Devastated","q21","5","Devastated","q21","10","Devastated","q21","5","Devastated","q21","5","Devastated","q21","10","Devastated","q21","3","Devastated","q21","9","Devastated","q21","0","Devastated","q21","9","Devastated","q21","10","Devastated","q21","1","Devastated","q21","2","Devastated","q21","2","Devastated","q21","3","Devastated","q21","5","Devastated","q21","5","Devastated","q21","1","Devastated","q21","9","Devastated","q21","10","Devastated","q21","10","Devastated","q21","10","Devastated","q21","5","Devastated","q21","10","Devastated","q21","10","Devastated","q21","10","Devastated","q21","10","Devastated","q21","5","Devastated","q21","9","Devastated","q21","5","Devastated","q21","10","Devastated","q21","10","Devastated","q21","2","Devastated","q21","8","Devastated","q21","Devastated","NULL","NULL","9","0","7","0","0","10","0","7","10","5","5","0","0","0","9","9","2","10","10","10","NULL","NULL","NULL","36","female"," ","7","NULL","1","3","8","3"
"Ndim21a_q016_02_296","426","NULL","0","Apprehensive","q17","5","Apprehensive","q17","8","Apprehensive","q17","4","Apprehensive","q17","9","Apprehensive","q17","10","Apprehensive","q17","7","Apprehensive","q17","10","Apprehensive","q17","3","Apprehensive","q17","8","Apprehensive","q17","8","Apprehensive","q17","8","Apprehensive","q17","9","Apprehensive","q17","0","Apprehensive","q17","8","Apprehensive","q17","0","Apprehensive","q17","8","Apprehensive","q17","0","Apprehensive","q17","2","Apprehensive","q17","5","Apprehensive","q17","8","Apprehensive","q17","10","Apprehensive","q17","0","Apprehensive","q17","9","Apprehensive","q17","9","Apprehensive","q17","3","Apprehensive","q17","10","Apprehensive","q17","10","Apprehensive","q17","10","Apprehensive","q17","8","Apprehensive","q17","10","Apprehensive","q17","8","Apprehensive","q17","3","Apprehensive","q17","1","Apprehensive","q17","7","Apprehensive","q17","9","Apprehensive","q17","9","Apprehensive","q17","6","Apprehensive","q17","5","Apprehensive","q17","Apprehensive","NULL","NULL","0","4","0","10","9","0","9","7","0","0","0","9","9","9","3","5","1","1","7","10","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q016_02_296","427","NULL","6","Proud","q200","9","Proud","q200","10","Proud","q200","10","Proud","q200","9","Proud","q200","9","Proud","q200","10","Proud","q200","0","Proud","q200","8","Proud","q200","0","Proud","q200","10","Proud","q200","10","Proud","q200","2","Proud","q200","5","Proud","q200","1","Proud","q200","3","Proud","q200","5","Proud","q200","9","Proud","q200","1","Proud","q200","10","Proud","q200","0","Proud","q200","6","Proud","q200","0","Proud","q200","6","Proud","q200","8","Proud","q200","2","Apprehensive","q200","6","Proud","q200","10","Proud","q200","10","Proud","q200","10","Proud","q200","10","Proud","q200","10","Proud","q200","8","Proud","q200","9","Proud","q200","0","Proud","q200","9","Proud","q200","6","Proud","q200","0","Proud","q200","7","Proud","q200","Proud","NULL","NULL","0","5","0","10","9","0","10","3","0","1","0","10","10","9","0","0","7","0","0","10","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q016_02_296","428","NULL","4","Jealous","q81","0","Jealous","q81","1","Jealous","q81","2","Jealous","q81","9","Jealous","q81","1","Jealous","q81","0","Jealous","q81","10","Jealous","q81","0","Jealous","q81","0","Jealous","q81","4","Jealous","q81","0","Jealous","q81","2","Jealous","q81","7","Jealous","q81","8","Jealous","q81","0","Jealous","q81","5","Jealous","q81","10","Jealous","q81","9","Jealous","q81","8","Jealous","q81","6","Jealous","q81","7","Jealous","q81","9","Jealous","q81","0","Jealous","q81","2","Jealous","q81","7","Jealous","q81","1","Jealous","q81","2","Jealous","q81","10","Jealous","q81","0","Jealous","q81","10","Jealous","q81","10","Jealous","q81","9","Proud","q81","10","Jealous","q81","6","Jealous","q81","10","Jealous","q81","7","Jealous","q81","0","Jealous","q81","5","Jealous","q81","Jealous","NULL","NULL","4","0","7","0","0","9","0","6","8","7","10","0","0","0","0","8","0","10","10","8","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q018_01_119","429","2014-03-29","0","Apprehensive","q19","2","Apprehensive","q19","5","Apprehensive","q19","1","Apprehensive","q19","8","Apprehensive","q19","0","Apprehensive","q19","0","Apprehensive","q19","10","Apprehensive","q19","9","Apprehensive","q19","5","Apprehensive","q19","8","Apprehensive","q19","5","Apprehensive","q19","3","Apprehensive","q19","5","Apprehensive","q19","10","Apprehensive","q19","0","Apprehensive","q19","0","Apprehensive","q19","0","Apprehensive","q19","5","Apprehensive","q19","5","Apprehensive","q19","6","Apprehensive","q19","0","Apprehensive","q19","0","Apprehensive","q19","10","Apprehensive","q19","10","Apprehensive","q19","10","Apprehensive","q19","10","Apprehensive","q19","5","Apprehensive","q19","10","Apprehensive","q19","0","Apprehensive","q19","10","Apprehensive","q19","9","Apprehensive","q19","6","Apprehensive","q19","10","Apprehensive","q19","3","Apprehensive","q19","10","Apprehensive","q19","6","Apprehensive","q19","9","Apprehensive","q19","3","Apprehensive","q19","Apprehensive","NULL","NULL","9","0","5","6","0","3","0","9","2","7","0","0","0","0","3","1","0","7","7","0","NULL","NULL","NULL","60","F"," I felt I had to guess a lot about what was going on because I really didn't know, but I didn't want to leave neutral answers for everything.","7","NULL","3","3","7","5"
"Ndim21a_q016_02_296","430","NULL","5","Nostalgic","q187","5","Nostalgic","q187","9","Nostalgic","q187","5","Nostalgic","q187","1","Nostalgic","q187","8","Nostalgic","q187","9","Nostalgic","q187","1","Nostalgic","q187","7","Nostalgic","q187","8","Nostalgic","q187","5","Nostalgic","q187","5","Nostalgic","q187","0","Nostalgic","q187","8","Nostalgic","q187","6","Nostalgic","q187","9","Nostalgic","q187","10","Nostalgic","q187","5","Nostalgic","q187","8","Nostalgic","q187","10","Nostalgic","q187","0","Nostalgic","q187","10","Nostalgic","q187","0","Jealous","q187","0","Nostalgic","q187","0","Nostalgic","q187","8","Nostalgic","q187","0","Nostalgic","q187","9","Nostalgic","q187","10","Nostalgic","q187","8","Nostalgic","q187","10","Nostalgic","q187","10","Nostalgic","q187","7","Nostalgic","q187","7","Nostalgic","q187","10","Nostalgic","q187","9","Nostalgic","q187","6","Nostalgic","q187","0","Nostalgic","q187","5","Nostalgic","q187","Nostalgic","NULL","NULL","0","1","1","0","7","0","0","0","0","0","0","0","0","0","0","0","10","2","1","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q016_02_296","431","NULL","0","Surprised","q113","1","Surprised","q113","5","Surprised","q113","3","Surprised","q113","0","Surprised","q113","0","Surprised","q113","0","Surprised","q113","6","Surprised","q113","7","Surprised","q113","0","Surprised","q113","5","Nostalgic","q113","5","Surprised","q113","9","Surprised","q113","0","Surprised","q113","0","Surprised","q113","0","Surprised","q113","10","Surprised","q113","9","Surprised","q113","1","Surprised","q113","9","Surprised","q113","2","Surprised","q113","7","Surprised","q113","0","Surprised","q113","5","Surprised","q113","0","Surprised","q113","9","Surprised","q113","0","Surprised","q113","0","Surprised","q113","10","Surprised","q113","3","Surprised","q113","10","Surprised","q113","10","Surprised","q113","5","Surprised","q113","6","Surprised","q113","10","Surprised","q113","10","Surprised","q113","8","Surprised","q113","0","Surprised","q113","7","Surprised","q113","Surprised","NULL","NULL","0","0","0","0","0","0","0","0","0","1","1","0","8","0","0","3","0","9","9","10","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q020_01_267","432","2014-03-29","1","Devastated","q21","1","Devastated","q21","6","Devastated","q21","2","Devastated","q21","2","Devastated","q21","0","Devastated","q21","5","Devastated","q21","10","Devastated","q21","3","Devastated","q21","3","Devastated","q21","9","Devastated","q21","4","Devastated","q21","9","Devastated","q21","2","Devastated","q21","7","Devastated","q21","1","Devastated","q21","9","Devastated","q21","2","Devastated","q21","5","Devastated","q21","5","Devastated","q21","1","Devastated","q21","8","Devastated","q21","3","Devastated","q21","9","Devastated","q21","6","Devastated","q21","9","Devastated","q21","7","Devastated","q21","1","Devastated","q21","8","Devastated","q21","7","Devastated","q21","9","Devastated","q21","9","Devastated","q21","6","Devastated","q21","4","Devastated","q21","5","Devastated","q21","9","Devastated","q21","7","Devastated","q21","3","Devastated","q21","5","Devastated","q21","Devastated","NULL","NULL","10","3","8","2","4","9","1","4","2","1","1","2","2","2","2","1","5","7","1","8","NULL","cleveland","usa","36","male"," no","7","NULL","3","2","7","8"
"Ndim21a_q019_02_678","433","NULL","1","Apprehensive","q20","4","Apprehensive","q20","7","Apprehensive","q20","7","Apprehensive","q20","10","Apprehensive","q20","10","Apprehensive","q20","10","Apprehensive","q20","8","Apprehensive","q20","8","Apprehensive","q20","8","Apprehensive","q20","1","Apprehensive","q20","5","Apprehensive","q20","6","Apprehensive","q20","0","Apprehensive","q20","2","Apprehensive","q20","0","Apprehensive","q20","0","Apprehensive","q20","0","Apprehensive","q20","1","Apprehensive","q20","7","Apprehensive","q20","8","Apprehensive","q20","5","Apprehensive","q20","10","Apprehensive","q20","8","Apprehensive","q20","10","Apprehensive","q20","9","Apprehensive","q20","10","Apprehensive","q20","10","Apprehensive","q20","1","Apprehensive","q20","10","Apprehensive","q20","10","Apprehensive","q20","10","Apprehensive","q20","1","Apprehensive","q20","0","Apprehensive","q20","10","Apprehensive","q20","10","Apprehensive","q20","8","Apprehensive","q20","9","Apprehensive","q20","10","Apprehensive","q20","Apprehensive","NULL","NULL","0","3","0","7","7","7","2","8","0","6","0","0","6","0","6","0","7","8","0","8","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q016_02_296","434","NULL","6","Grateful","q145","10","Grateful","q145","10","Grateful","q145","9","Grateful","q145","9","Grateful","q145","10","Grateful","q145","2","Grateful","q145","6","Grateful","q145","8","Grateful","q145","0","Grateful","q145","9","Grateful","q145","10","Grateful","q145","0","Grateful","q145","2","Grateful","q145","7","Grateful","q145","1","Grateful","q145","10","Grateful","q145","2","Grateful","q145","5","Grateful","q145","10","Grateful","q145","8","Grateful","q145","9","Grateful","q145","0","Grateful","q145","10","Grateful","q145","6","Grateful","q145","1","Grateful","q145","9","Grateful","q145","8","Grateful","q145","10","Grateful","q145","8","Grateful","q145","10","Grateful","q145","8","Surprised","q145","5","Grateful","q145","9","Grateful","q145","9","Grateful","q145","9","Grateful","q145","8","Grateful","q145","0","Grateful","q145","8","Grateful","q145","Grateful","NULL","NULL","0","0","0","0","6","0","0","7","0","6","0","0","0","10","0","2","0","6","10","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q016_02_296","435","2014-03-29","10","Content","q123","9","Content","q123","10","Content","q123","5","Content","q123","10","Content","q123","10","Content","q123","10","Content","q123","10","Content","q123","9","Content","q123","10","Content","q123","9","Content","q123","6","Content","q123","0","Content","q123","8","Content","q123","0","Content","q123","0","Content","q123","8","Content","q123","7","Content","q123","5","Content","q123","10","Content","q123","8","Content","q123","10","Content","q123","0","Content","q123","10","Content","q123","5","Content","q123","8","Content","q123","0","Content","q123","2","Content","q123","10","Content","q123","5","Content","q123","10","Content","q123","10","Grateful","q123","9","Content","q123","10","Content","q123","1","Content","q123","10","Content","q123","7","Content","q123","0","Content","q123","0","Content","q123","Content","NULL","NULL","0","5","0","8","6","0","6","0","0","0","0","9","5","6","0","0","2","0","0","0","NULL","Great Mills","United States","22","Male"," ","10","NULL","2","0","9","0"
"Ndim21a_q018_02_853","436","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8","Apprehensive","q19","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Apprehensive","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q019_02_678","437","NULL","0","Disgusted","q49","0","Disgusted","q49","0","Disgusted","q49","0","Disgusted","q49","5","Disgusted","q49","10","Disgusted","q49","0","Disgusted","q49","0","Apprehensive","q49","0","Disgusted","q49","0","Disgusted","q49","0","Disgusted","q49","5","Disgusted","q49","10","Disgusted","q49","0","Disgusted","q49","8","Disgusted","q49","0","Disgusted","q49","0","Disgusted","q49","0","Disgusted","q49","5","Disgusted","q49","3","Disgusted","q49","0","Disgusted","q49","5","Disgusted","q49","10","Disgusted","q49","10","Disgusted","q49","6","Disgusted","q49","7","Disgusted","q49","10","Disgusted","q49","4","Disgusted","q49","5","Disgusted","q49","10","Disgusted","q49","10","Disgusted","q49","10","Disgusted","q49","0","Disgusted","q49","0","Disgusted","q49","10","Disgusted","q49","10","Disgusted","q49","5","Disgusted","q49","6","Disgusted","q49","7","Disgusted","q49","Disgusted","NULL","NULL","0","0","0","0","3","5","0","5","10","6","0","0","0","0","5","6","0","10","7","10","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q019_01_600","438","2014-03-29","9","Apprehensive","q20","1","Apprehensive","q20","1","Apprehensive","q20","0","Apprehensive","q20","10","Apprehensive","q20","10","Apprehensive","q20","3","Apprehensive","q20","8","Apprehensive","q20","0","Apprehensive","q20","4","Apprehensive","q20","9","Apprehensive","q20","4","Apprehensive","q20","0","Apprehensive","q20","0","Apprehensive","q20","10","Apprehensive","q20","0","Apprehensive","q20","0","Apprehensive","q20","0","Apprehensive","q20","1","Apprehensive","q20","4","Apprehensive","q20","0","Apprehensive","q20","10","Apprehensive","q20","10","Apprehensive","q20","10","Apprehensive","q20","9","Apprehensive","q20","8","Apprehensive","q20","10","Apprehensive","q20","1","Apprehensive","q20","2","Apprehensive","q20","3","Apprehensive","q20","10","Apprehensive","q20","10","Apprehensive","q20","1","Apprehensive","q20","6","Apprehensive","q20","3","Apprehensive","q20","10","Apprehensive","q20","10","Apprehensive","q20","10","Apprehensive","q20","6","Apprehensive","q20","Apprehensive","NULL","NULL","4","1","3","7","6","1","0","10","0","7","1","1","4","1","9","1","0","1","2","6","NULL","Glendale","USA","55","male"," no","6","NULL","5","5","6","5"
"Ndim21a_q019_02_678","439","NULL","0","Disappointed","q34","0","Disappointed","q34","10","Disappointed","q34","2","Disappointed","q34","0","Disappointed","q34","0","Disappointed","q34","0","Disappointed","q34","0","Disappointed","q34","1","Disappointed","q34","1","Disappointed","q34","10","Disappointed","q34","5","Disappointed","q34","10","Disgusted","q34","3","Disappointed","q34","9","Disappointed","q34","0","Disappointed","q34","0","Disappointed","q34","10","Disappointed","q34","7","Disappointed","q34","5","Disappointed","q34","0","Disappointed","q34","5","Disappointed","q34","0","Disappointed","q34","0","Disappointed","q34","3","Disappointed","q34","10","Disappointed","q34","2","Disappointed","q34","0","Disappointed","q34","9","Disappointed","q34","10","Disappointed","q34","10","Disappointed","q34","8","Disappointed","q34","0","Disappointed","q34","0","Disappointed","q34","10","Disappointed","q34","10","Disappointed","q34","0","Disappointed","q34","0","Disappointed","q34","0","Disappointed","q34","Disappointed","NULL","NULL","0","0","0","0","10","0","0","0","7","5","0","0","0","0","0","5","0","10","7","10","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q019_02_678","440","NULL","10","Jealous","q88","1","Jealous","q88","10","Jealous","q88","0","Jealous","q88","10","Jealous","q88","0","Jealous","q88","0","Jealous","q88","8","Jealous","q88","0","Jealous","q88","0","Jealous","q88","10","Disappointed","q88","2","Jealous","q88","2","Jealous","q88","10","Jealous","q88","10","Jealous","q88","10","Jealous","q88","10","Jealous","q88","0","Jealous","q88","10","Jealous","q88","5","Jealous","q88","10","Jealous","q88","0","Jealous","q88","0","Jealous","q88","10","Jealous","q88","0","Jealous","q88","0","Jealous","q88","10","Jealous","q88","10","Jealous","q88","10","Jealous","q88","5","Jealous","q88","10","Jealous","q88","10","Jealous","q88","8","Jealous","q88","10","Jealous","q88","10","Jealous","q88","10","Jealous","q88","10","Jealous","q88","5","Jealous","q88","0","Jealous","q88","Jealous","NULL","NULL","0","0","0","0","0","0","0","5","5","0","10","0","0","0","0","0","0","10","6","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q019_02_678","441","2014-03-29","10","Joyful","q180","10","Joyful","q180","10","Joyful","q180","10","Joyful","q180","10","Joyful","q180","10","Joyful","q180","10","Joyful","q180","10","Joyful","q180","10","Joyful","q180","5","Joyful","q180","10","Joyful","q180","10","Joyful","q180","0","Joyful","q180","0","Joyful","q180","10","Joyful","q180","5","Joyful","q180","10","Joyful","q180","10","Joyful","q180","5","Joyful","q180","10","Joyful","q180","0","Joyful","q180","10","Joyful","q180","0","Joyful","q180","0","Joyful","q180","10","Joyful","q180","10","Jealous","q180","10","Joyful","q180","10","Joyful","q180","5","Joyful","q180","10","Joyful","q180","10","Joyful","q180","10","Joyful","q180","7","Joyful","q180","10","Joyful","q180","0","Joyful","q180","10","Joyful","q180","10","Joyful","q180","10","Joyful","q180","0","Joyful","q180","Joyful","NULL","NULL","0","10","0","8","10","0","10","0","0","0","0","10","0","10","0","0","0","0","0","0","NULL","NULL","NULL","36","f"," ","10","NULL","0","2","10","7"
"Ndim21a_q017_01_513","442","2014-03-29","0","Apprehensive","q18","0","Apprehensive","q18","0","Apprehensive","q18","0","Apprehensive","q18","10","Apprehensive","q18","0","Apprehensive","q18","0","Apprehensive","q18","7","Apprehensive","q18","0","Apprehensive","q18","0","Apprehensive","q18","7","Apprehensive","q18","5","Apprehensive","q18","9","Apprehensive","q18","0","Apprehensive","q18","6","Apprehensive","q18","1","Apprehensive","q18","0","Apprehensive","q18","0","Apprehensive","q18","0","Apprehensive","q18","2","Apprehensive","q18","0","Apprehensive","q18","8","Apprehensive","q18","7","Apprehensive","q18","10","Apprehensive","q18","7","Apprehensive","q18","9","Apprehensive","q18","10","Apprehensive","q18","2","Apprehensive","q18","7","Apprehensive","q18","0","Apprehensive","q18","6","Apprehensive","q18","9","Apprehensive","q18","0","Apprehensive","q18","7","Apprehensive","q18","10","Apprehensive","q18","9","Apprehensive","q18","8","Apprehensive","q18","3","Apprehensive","q18","7","Apprehensive","q18","Apprehensive","NULL","NULL","0","0","0","0","0","0","0","10","2","0","0","0","0","0","3","7","0","0","7","8","NULL","NULL","NULL","29","female"," ","8","NULL","0","0","8","5"
"Ndim21a_q023_02_942","443","NULL","7","Devastated","q24","3","Devastated","q24","5","Devastated","q24","3","Devastated","q24","2","Devastated","q24","4","Devastated","q24","0","Devastated","q24","10","Devastated","q24","0","Devastated","q24","5","Devastated","q24","5","Devastated","q24","5","Devastated","q24","7","Devastated","q24","10","Devastated","q24","10","Devastated","q24","4","Devastated","q24","7","Devastated","q24","5","Devastated","q24","8","Devastated","q24","5","Devastated","q24","0","Devastated","q24","6","Devastated","q24","7","Devastated","q24","7","Devastated","q24","6","Devastated","q24","3","Devastated","q24","7","Devastated","q24","8","Devastated","q24","10","Devastated","q24","10","Devastated","q24","10","Devastated","q24","5","Devastated","q24","6","Devastated","q24","10","Devastated","q24","10","Devastated","q24","8","Devastated","q24","6","Devastated","q24","1","Devastated","q24","5","Devastated","q24","Devastated","NULL","NULL","4","3","7","1","3","6","3","6","3","3","8","2","3","2","3","8","6","10","6","7","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q023_02_942","444","2014-03-30","0","Grateful","q146","2","Grateful","q146","5","Grateful","q146","5","Grateful","q146","5","Grateful","q146","5","Grateful","q146","5","Grateful","q146","3","Grateful","q146","2","Grateful","q146","6","Grateful","q146","6","Grateful","q146","4","Grateful","q146","6","Grateful","q146","5","Grateful","q146","7","Grateful","q146","5","Grateful","q146","3","Grateful","q146","2","Grateful","q146","5","Grateful","q146","5","Grateful","q146","5","Grateful","q146","6","Devastated","q146","8","Grateful","q146","6","Grateful","q146","10","Grateful","q146","6","Grateful","q146","10","Grateful","q146","3","Grateful","q146","2","Grateful","q146","10","Grateful","q146","10","Grateful","q146","10","Grateful","q146","5","Grateful","q146","7","Grateful","q146","5","Grateful","q146","9","Grateful","q146","7","Grateful","q146","7","Grateful","q146","6","Grateful","q146","Grateful","NULL","NULL","3","4","6","3","4","4","1","7","3","7","3","3","3","6","8","6","3","6","6","6","NULL","NULL","NULL","31","female"," ","3","NULL","3","3","9","6"
"Ndim21a_q022_02_749","445","2014-03-30","0","Devastated","q23","0","Devastated","q23","5","Devastated","q23","0","Devastated","q23","4","Devastated","q23","0","Devastated","q23","0","Devastated","q23","10","Devastated","q23","0","Devastated","q23","0","Devastated","q23","9","Devastated","q23","0","Devastated","q23","5","Devastated","q23","0","Devastated","q23","10","Devastated","q23","0","Devastated","q23","5","Devastated","q23","4","Devastated","q23","0","Devastated","q23","5","Devastated","q23","0","Devastated","q23","5","Devastated","q23","10","Devastated","q23","9","Devastated","q23","1","Devastated","q23","10","Devastated","q23","1","Devastated","q23","10","Devastated","q23","0","Devastated","q23","10","Devastated","q23","10","Devastated","q23","10","Devastated","q23","5","Devastated","q23","4","Devastated","q23","1","Devastated","q23","10","Devastated","q23","8","Devastated","q23","8","Devastated","q23","0","Devastated","q23","Devastated","NULL","NULL","1","5","0","5","5","0","5","0","0","0","5","1","5","5","0","9","5","1","0","5","NULL","houston","united states","21","female"," The way the survey is made is kind of confusing, so sorry if I didn't answer everything.","10","NULL","0","0","0","0"
