subjID,keycode
Ndim21a_q010_02_122,x436424411q01010x
Ndim21a_q011_01_587,x442185152q01100x
Ndim21a_q011_02_945,x436424411q01110x
Ndim21a_q012_01_443,x442185152q01200x
Ndim21a_q012_02_294,x436424411q01210x
Ndim21a_q013_01_479,x442185152q01300x
Ndim21a_q013_02_126,x436424411q01310x
Ndim21a_q014_01_299,x442185152q01400x
Ndim21a_q014_02_494,x436424411q01410x
Ndim21a_q015_01_546,x442185152q01500x
