subjID,keycode
Ndim21a_q036_02_139,x436424411q03610x
Ndim21a_q037_01_733,x442185152q03700x
Ndim21a_q037_02_984,x436424411q03710x
Ndim21a_q038_01_633,x442185152q03800x
Ndim21a_q038_02_454,x436424411q03810x
Ndim21a_q039_01_253,x442185152q03900x
Ndim21a_q039_02_552,x436424411q03910x
Ndim21a_q040_01_983,x442185152q04000x
Ndim21a_q040_02_793,x436424411q04010x
Ndim21a_q041_01_585,x442185152q04100x
