subjID,keycode
Ndim21a_q021_01_873,x442185152q02100x
Ndim21a_q021_02_208,x436424411q02110x
Ndim21a_q022_01_399,x442185152q02200x
Ndim21a_q022_02_749,x436424411q02210x
Ndim21a_q023_01_740,x442185152q02300x
Ndim21a_q023_02_942,x436424411q02310x
Ndim21a_q024_01_479,x442185152q02400x
Ndim21a_q024_02_847,x436424411q02410x
Ndim21a_q025_01_703,x442185152q02500x
Ndim21a_q025_02_373,x436424411q02510x
Ndim21a_q026_01_628,x442185152q02600x
