subjID,keycode
Ndim21b_q016_01_307,x442185152q01600x
Ndim21b_q016_02_296,x436424411q01610x
Ndim21b_q017_01_513,x442185152q01700x
Ndim21b_q017_02_360,x436424411q01710x
Ndim21b_q018_01_119,x442185152q01800x
Ndim21b_q018_02_853,x436424411q01810x
Ndim21b_q019_01_600,x442185152q01900x
Ndim21b_q019_02_678,x436424411q01910x
Ndim21b_q020_01_267,x442185152q02000x
Ndim21b_q020_02_993,x436424411q02010x
