subjID,keycode
Ndim21c_q027_01_307,x442185152q01900x
Ndim21c_q028_02_296,x436424411q01910x
Ndim21c_q119_01_513,x442185152q02000x
Ndim21c_q119_02_360,x436424411q02010x
Ndim21c_q105_01_119,x442185152q02100x
Ndim21c_q105_02_853,x436424411q02110x
Ndim21c_q101_01_600,x442185152q02200x
Ndim21c_q101_02_678,x436424411q02210x
Ndim21c_q033_01_267,x442185152q02300x
Ndim21c_q190_02_993,x436424411q02310x
