subjID,keycode
Ndim21g_q002_01_862,x442185152q00200x
Ndim21g_q002_02_787,x436424411q00210x
Ndim21g_q003_01_329,x442185152q00300x
Ndim21g_q003_02_545,x436424411q00310x
Ndim21g_q004_01_504,x442185152q00400x
Ndim21g_q004_02_686,x436424411q00410x
Ndim21g_q005_01_809,x442185152q00500x
Ndim21g_q005_02_184,x436424411q00510x
Ndim21g_q007_01_125,x442185152q00700x
Ndim21g_q007_02_852,x436424411q00710x
