subjID,keycode
Ndim21k_q177_01_873,x442185152q02400x
Ndim21k_q150_02_208,x436424411q02570x
Ndim21k_q193_01_399,x442185152q02500x
Ndim21k_q150_02_749,x436424411q02510x
Ndim21k_q180_01_330,x442185152q05350x
Ndim21k_q180_02_912,x436424411q03450x
Ndim21k_q180_01_874,x442185152q02700x
Ndim21k_q189_02_847,x436424411q02710x
Ndim21k_q104_01_703,x442185152q02800x
Ndim21k_q002_02_373,x43632451q054099x
Ndim21k_q077_02_888,x43642345q023810x
Ndim21k_q028_02_999,x436424411q02810x
