subjID,keycode
Ndim21a_q031_02_732,x436424411q03110x
Ndim21a_q032_01_707,x442185152q03200x
Ndim21a_q032_02_437,x436424411q03210x
Ndim21a_q033_01_495,x442185152q03300x
Ndim21a_q033_02_557,x436424411q03310x
Ndim21a_q034_01_800,x442185152q03400x
Ndim21a_q034_02_568,x436424411q03410x
Ndim21a_q035_01_453,x442185152q03500x
Ndim21a_q035_02_540,x436424411q03510x
Ndim21a_q036_01_126,x442185152q03600x
