subjID,keycode
Ndim21a_q081_02_300,x436424411q08110x
Ndim21a_q082_01_683,x442185152q08200x
Ndim21a_q082_02_455,x436424411q08210x
Ndim21a_q083_01_618,x442185152q08300x
Ndim21a_q083_02_389,x436424411q08310x
Ndim21a_q084_01_667,x442185152q08400x
Ndim21a_q084_02_152,x436424411q08410x
Ndim21a_q085_01_368,x442185152q08500x
Ndim21a_q085_02_971,x436424411q08510x
Ndim21a_q086_01_887,x442185152q08600x
