subjID,keycode
Ndim21a_q086_02_375,x436424411q08610x
Ndim21a_q087_01_872,x442185152q08700x
Ndim21a_q087_02_379,x436424411q08710x
Ndim21a_q088_01_945,x442185152q08800x
Ndim21a_q088_02_769,x436424411q08810x
Ndim21a_q089_01_474,x442185152q08900x
Ndim21a_q089_02_327,x436424411q08910x
Ndim21a_q090_01_107,x442185152q09000x
Ndim21a_q090_02_890,x436424411q09010x
