subjID,keycode
Ndim21a_q071_02_478,x436424411q07110x
Ndim21a_q072_01_269,x442185152q07200x
Ndim21a_q072_02_197,x436424411q07210x
Ndim21a_q073_01_909,x442185152q07300x
Ndim21a_q073_02_559,x436424411q07310x
Ndim21a_q074_01_288,x442185152q07400x
Ndim21a_q074_02_645,x436424411q07410x
Ndim21a_q075_01_835,x442185152q07500x
Ndim21a_q075_02_118,x436424411q07510x
Ndim21a_q076_01_116,x442185152q07600x
