subjID,keycode
Ndim21b_q011_01_587,x442185152q01100x
Ndim21b_q011_02_945,x436424411q01110x
Ndim21b_q012_01_443,x442185152q01200x
Ndim21b_q012_02_294,x436424411q01210x
Ndim21b_q013_01_479,x442185152q01300x
Ndim21b_q013_02_126,x436424411q01310x
Ndim21b_q014_01_299,x442185152q01400x
Ndim21b_q014_02_494,x436424411q01410x
Ndim21b_q015_01_546,x442185152q01500x
Ndim21b_q015_02_309,x436424411q01510x
