subjID,keycode
Ndim21a_q076_02_231,x436424411q07610x
Ndim21a_q077_01_746,x442185152q07700x
Ndim21a_q077_02_244,x436424411q07710x
Ndim21a_q078_01_734,x442185152q07800x
Ndim21a_q078_02_710,x436424411q07810x
Ndim21a_q079_01_590,x442185152q07900x
Ndim21a_q079_02_298,x436424411q07910x
Ndim21a_q080_01_978,x442185152q08000x
Ndim21a_q080_02_818,x436424411q08010x
Ndim21a_q081_01_564,x442185152q08100x
