subjID,keycode
Ndim21a_q056_02_125,x436424411q05610x
Ndim21a_q057_01_306,x442185152q05700x
Ndim21a_q057_02_259,x436424411q05710x
Ndim21a_q058_01_626,x442185152q05800x
Ndim21a_q058_02_874,x436424411q05810x
Ndim21a_q059_01_818,x442185152q05900x
Ndim21a_q059_02_817,x436424411q05910x
Ndim21a_q060_01_834,x442185152q06000x
Ndim21a_q060_02_329,x436424411q06010x
Ndim21a_q061_01_857,x442185152q06100x
