subjID,keycode
Ndim21d_q140_01_587,x442185152q01300x
Ndim21d_q171_02_945,x436424411q01310x
Ndim21d_q154_01_443,x442185152q01400x
Ndim21d_q190_02_294,x436424411q01410x
Ndim21d_q162_01_479,x442185152q01600x
Ndim21d_q180_02_126,x436424411q01610x
Ndim21d_q140_01_299,x442185152q01700x
Ndim21d_q171_02_494,x436424411q01710x
Ndim21d_q154_01_546,x442185152q01800x
Ndim21d_q190_02_309,x436424411q01810x
