subjID,keycode
Ndim21r_q180_01_307,x442185152q01900x
Ndim21r_q180_02_296,x436424411q01910x
Ndim21r_q093_01_513,x442185152q02000x
Ndim21r_q097_02_360,x436424411q02010x
Ndim21r_q067_01_119,x442185152q02100x
Ndim21r_q109_02_853,x436424411q02110x
Ndim21r_q031_01_600,x442185152q02200x
Ndim21r_q188_02_678,x436424411q02210x
Ndim21r_q138_01_267,x442185152q02300x
Ndim21r_q062_02_993,x436424411q02310x
